Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Adidas Werbespot 1980,Adidas,TikTok,2023-03-15,9810745,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.wagner.net/,W&V
Adidas Werbespot 1998,Adidas,TV,2022-05-04,91065,Elyas M'Barek,Dein Style. Deine Regeln. Adidas Originals.,http://auch.com/,Meta Ads Library
Mercedes-Benz Werbespot 1984,Mercedes-Benz,TV,2021-06-22,6041174,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.suessebier.com/,W&V
Saturn Werbespot 1999,Saturn,TV,2021-07-12,6028685,Lena Meyer-Landrut,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://roemer.com/,Deutscher Mediapreis
McDonald's Werbespot 1982,McDonald's,YouTube,2022-12-30,1385290,Elyas M'Barek,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.liebelt.de/,Meta Ads Library
McDonald's Werbespot 2020,McDonald's,Facebook,2022-08-16,1292825,Joko Winterscheidt,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.eigenwillig.com/,YouTube Leaderboard
McDonald's Werbespot 2021,McDonald's,YouTube,2022-07-26,9722343,Florian David Fitz,"Telekom – Erleben, was verbindet.",http://www.stumpf.de/,Meta Ads Library
Edeka Werbespot 1975,Edeka,TikTok,2024-05-07,9127902,Joko Winterscheidt,McDonald's – Ich liebe es.,http://siering.de/,Deutscher Mediapreis
Volkswagen Werbespot 1982,Volkswagen,Instagram,2023-08-04,3756463,,Mach es zu deinem Projekt – mit Hornbach.,https://froehlich.net/,W&V
Volkswagen Werbespot 1972,Volkswagen,TV,2023-10-09,8573292,,Jetzt bei Lidl: Qualität zum besten Preis!,http://hartung.net/,Deutscher Mediapreis
Adidas Werbespot 2021,Adidas,TikTok,2022-01-13,4017754,Manuel Neuer,Mach es zu deinem Projekt – mit Hornbach.,http://www.schoenland.de/,Meta Ads Library
McDonald's Werbespot 2001,McDonald's,Facebook,2022-05-24,2681308,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://schmidt.de/,Meta Ads Library
Saturn Werbespot 2019,Saturn,Instagram,2022-12-16,3681175,Manuel Neuer,Saturn macht Technik zum Erlebnis!,https://www.doerr.de/,Meta Ads Library
Lidl Werbespot 2001,Lidl,Instagram,2020-08-27,3936181,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://benthin.de/,Meta Ads Library
McDonald's Werbespot 2005,McDonald's,Instagram,2020-09-18,7889825,,Saturn macht Technik zum Erlebnis!,http://kuhl.org/,YouTube Leaderboard
Edeka Werbespot 2001,Edeka,Instagram,2021-09-17,8757185,Helene Fischer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://bloch.com/,W&V
Hornbach Werbespot 2001,Hornbach,TikTok,2024-02-20,2926715,Florian David Fitz,"Telekom – Erleben, was verbindet.",http://www.zaenker.com/,Deutscher Mediapreis
Adidas Werbespot 1996,Adidas,TikTok,2023-10-24,8678165,Helene Fischer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://giess.net/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2000,Mercedes-Benz,TikTok,2021-01-23,5930646,,Dein Style. Deine Regeln. Adidas Originals.,https://siering.com/,Deutscher Mediapreis
Saturn Werbespot 2018,Saturn,TikTok,2021-05-06,8429427,Manuel Neuer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.mentzel.de/,Deutscher Mediapreis
Volkswagen Werbespot 1975,Volkswagen,Facebook,2024-10-01,8642570,Helene Fischer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.rohleder.com/,Meta Ads Library
Volkswagen Werbespot 1992,Volkswagen,Facebook,2025-02-07,6087092,Elyas M'Barek,Mach es zu deinem Projekt – mit Hornbach.,http://www.giess.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 1998,Mercedes-Benz,TV,2022-12-01,1911507,Palina Rojinski,Saturn macht Technik zum Erlebnis!,https://schottin.com/,Deutscher Mediapreis
Saturn Werbespot 1983,Saturn,Facebook,2020-04-28,2715263,Florian David Fitz,"Telekom – Erleben, was verbindet.",https://www.ortmann.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 2011,Mercedes-Benz,YouTube,2024-06-29,9631507,Elyas M'Barek,Mach es zu deinem Projekt – mit Hornbach.,http://www.speer.de/,Meta Ads Library
Volkswagen Werbespot 2000,Volkswagen,TikTok,2023-10-14,9611085,Manuel Neuer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.schleich.com/,YouTube Leaderboard
Volkswagen Werbespot 1986,Volkswagen,Instagram,2024-12-13,8677792,Elyas M'Barek,"Telekom – Erleben, was verbindet.",https://www.gorlitz.com/,YouTube Leaderboard
Nike Werbespot 2014,Nike,YouTube,2023-04-07,7546381,,Mach es zu deinem Projekt – mit Hornbach.,http://www.staude.org/,Deutscher Mediapreis
Saturn Werbespot 1992,Saturn,Facebook,2021-01-15,6901524,,Mach es zu deinem Projekt – mit Hornbach.,http://www.giess.org/,Meta Ads Library
Hornbach Werbespot 2011,Hornbach,Facebook,2025-03-01,8579884,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://salz.de/,Meta Ads Library
Adidas Werbespot 1972,Adidas,TV,2021-02-01,9918556,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,https://kramer.de/,Meta Ads Library
Telekom Werbespot 2007,Telekom,TV,2020-11-05,1831504,Elyas M'Barek,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://eberhardt.org/,Meta Ads Library
McDonald's Werbespot 1992,McDonald's,TikTok,2024-10-11,2519220,,Mach es zu deinem Projekt – mit Hornbach.,https://www.haering.com/,YouTube Leaderboard
Volkswagen Werbespot 1977,Volkswagen,TV,2025-02-26,664924,Florian David Fitz,McDonald's – Ich liebe es.,http://suessebier.org/,YouTube Leaderboard
Lidl Werbespot 1999,Lidl,TV,2022-12-27,9057717,Elyas M'Barek,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://schmiedt.de/,Deutscher Mediapreis
McDonald's Werbespot 2005,McDonald's,TV,2024-07-12,738773,Palina Rojinski,McDonald's – Ich liebe es.,https://www.heintze.org/,Deutscher Mediapreis
Mercedes-Benz Werbespot 1983,Mercedes-Benz,TV,2020-04-22,5890713,,Mach es zu deinem Projekt – mit Hornbach.,http://www.schottin.net/,YouTube Leaderboard
Telekom Werbespot 2024,Telekom,Facebook,2023-10-28,8015101,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.killer.net/,YouTube Leaderboard
Nike Werbespot 1970,Nike,TikTok,2022-01-03,6865954,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://jaentsch.de/,Meta Ads Library
Edeka Werbespot 2022,Edeka,YouTube,2020-05-07,8776777,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,http://kruschwitz.com/,YouTube Leaderboard
Telekom Werbespot 1981,Telekom,Facebook,2021-12-11,6869282,Palina Rojinski,Dein Style. Deine Regeln. Adidas Originals.,https://nerger.de/,YouTube Leaderboard
Volkswagen Werbespot 2024,Volkswagen,TV,2020-08-06,4265251,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://schuchhardt.de/,Deutscher Mediapreis
Hornbach Werbespot 2001,Hornbach,Instagram,2023-10-26,4633138,Florian David Fitz,"Telekom – Erleben, was verbindet.",http://vollbrecht.de/,Meta Ads Library
Telekom Werbespot 2007,Telekom,TikTok,2024-11-07,8104465,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.stroh.de/,W&V
McDonald's Werbespot 2024,McDonald's,TikTok,2023-04-21,4267682,Lena Meyer-Landrut,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.becker.com/,W&V
Telekom Werbespot 2008,Telekom,Facebook,2023-08-11,3864922,Helene Fischer,Saturn macht Technik zum Erlebnis!,http://www.troest.com/,Meta Ads Library
Lidl Werbespot 1988,Lidl,Facebook,2023-10-25,6730296,,Dein Style. Deine Regeln. Adidas Originals.,http://koehler.org/,YouTube Leaderboard
Volkswagen Werbespot 1984,Volkswagen,TV,2024-10-05,1538212,Manuel Neuer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.koester.com/,Deutscher Mediapreis
Hornbach Werbespot 2022,Hornbach,TV,2022-01-05,1085091,Helene Fischer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://barth.de/,Meta Ads Library
Adidas Werbespot 2004,Adidas,YouTube,2021-08-09,643429,Florian David Fitz,"Telekom – Erleben, was verbindet.",http://walter.de/,Deutscher Mediapreis
Hornbach Werbespot 1979,Hornbach,TikTok,2021-02-17,974069,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.beier.de/,Deutscher Mediapreis
Saturn Werbespot 1996,Saturn,YouTube,2024-09-26,8703169,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.beyer.com/,Meta Ads Library
Edeka Werbespot 1992,Edeka,TikTok,2024-04-07,8663916,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.winkler.org/,Meta Ads Library
Edeka Werbespot 1971,Edeka,Instagram,2025-03-17,14819,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.gute.org/,YouTube Leaderboard
Nike Werbespot 2006,Nike,TV,2023-01-04,6639401,Palina Rojinski,"Telekom – Erleben, was verbindet.",https://www.fischer.com/,Meta Ads Library
McDonald's Werbespot 1971,McDonald's,YouTube,2025-01-20,1522732,Helene Fischer,McDonald's – Ich liebe es.,http://www.killer.de/,W&V
McDonald's Werbespot 1988,McDonald's,TikTok,2021-07-01,5839664,Palina Rojinski,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.boucsein.de/,Meta Ads Library
Hornbach Werbespot 2006,Hornbach,Facebook,2024-01-26,6787264,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,http://www.muehle.com/,YouTube Leaderboard
Nike Werbespot 1977,Nike,Facebook,2023-07-23,8503265,,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.kreusel.de/,YouTube Leaderboard
McDonald's Werbespot 2011,McDonald's,Instagram,2023-04-27,1973085,Palina Rojinski,McDonald's – Ich liebe es.,https://trupp.com/,W&V
McDonald's Werbespot 2021,McDonald's,TikTok,2024-04-03,7438425,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://www.moechlichen.com/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2001,Mercedes-Benz,Instagram,2022-12-08,7739606,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,https://hauffer.org/,YouTube Leaderboard
Saturn Werbespot 1994,Saturn,YouTube,2023-08-19,1143372,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://meyer.com/,Meta Ads Library
Mercedes-Benz Werbespot 2002,Mercedes-Benz,Instagram,2021-04-03,5933972,,McDonald's – Ich liebe es.,https://geissler.de/,YouTube Leaderboard
Nike Werbespot 2011,Nike,Facebook,2025-03-08,1570439,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://www.trupp.com/,W&V
Lidl Werbespot 2023,Lidl,TikTok,2022-11-12,8005273,Elyas M'Barek,Dein Style. Deine Regeln. Adidas Originals.,https://liebelt.net/,W&V
Mercedes-Benz Werbespot 2012,Mercedes-Benz,TikTok,2022-05-15,3076614,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://bolzmann.de/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2023,Mercedes-Benz,Facebook,2023-12-31,4462763,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.stadelmann.com/,Meta Ads Library
Mercedes-Benz Werbespot 2020,Mercedes-Benz,Facebook,2025-03-06,5983148,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.scheuermann.de/,YouTube Leaderboard
Lidl Werbespot 1992,Lidl,YouTube,2025-01-06,121126,Lena Meyer-Landrut,McDonald's – Ich liebe es.,http://jaentsch.com/,YouTube Leaderboard
Saturn Werbespot 2010,Saturn,Instagram,2021-03-21,5301817,Florian David Fitz,Saturn macht Technik zum Erlebnis!,https://seifert.com/,W&V
Saturn Werbespot 1984,Saturn,Facebook,2021-06-23,4712093,,"Telekom – Erleben, was verbindet.",http://www.fischer.de/,Meta Ads Library
Hornbach Werbespot 2006,Hornbach,Facebook,2022-10-10,8830377,Manuel Neuer,"Telekom – Erleben, was verbindet.",https://haering.de/,Deutscher Mediapreis
McDonald's Werbespot 1990,McDonald's,YouTube,2025-02-22,5836541,,"Telekom – Erleben, was verbindet.",https://kaul.com/,Meta Ads Library
Saturn Werbespot 2009,Saturn,YouTube,2020-05-13,7728703,,Dein Style. Deine Regeln. Adidas Originals.,https://www.bolander.com/,YouTube Leaderboard
Edeka Werbespot 1970,Edeka,Facebook,2025-01-21,9757700,,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.becker.de/,W&V
Adidas Werbespot 2012,Adidas,TikTok,2023-01-01,3149896,Joko Winterscheidt,McDonald's – Ich liebe es.,https://maelzer.com/,W&V
Mercedes-Benz Werbespot 2002,Mercedes-Benz,Instagram,2021-06-24,5766203,Lena Meyer-Landrut,Dein Style. Deine Regeln. Adidas Originals.,http://lindner.com/,Meta Ads Library
Saturn Werbespot 1979,Saturn,TV,2020-05-24,7041212,,Dein Style. Deine Regeln. Adidas Originals.,http://www.van.de/,W&V
Telekom Werbespot 1979,Telekom,Instagram,2021-01-06,3028040,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,http://zorbach.de/,Meta Ads Library
Hornbach Werbespot 2012,Hornbach,Facebook,2021-10-28,4538994,Helene Fischer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://mentzel.de/,Deutscher Mediapreis
Telekom Werbespot 1994,Telekom,Facebook,2022-03-20,2519000,Elyas M'Barek,Saturn macht Technik zum Erlebnis!,http://albers.de/,YouTube Leaderboard
Volkswagen Werbespot 2019,Volkswagen,TV,2022-04-23,2266060,Lena Meyer-Landrut,McDonald's – Ich liebe es.,https://sager.de/,W&V
Saturn Werbespot 1972,Saturn,Instagram,2020-08-13,9441118,Joko Winterscheidt,Mach es zu deinem Projekt – mit Hornbach.,https://saeuberlich.com/,YouTube Leaderboard
Telekom Werbespot 1979,Telekom,YouTube,2024-10-09,1017243,Elyas M'Barek,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://budig.com/,W&V
Saturn Werbespot 1986,Saturn,YouTube,2024-04-24,5624605,Lena Meyer-Landrut,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://bloch.de/,W&V
Adidas Werbespot 2006,Adidas,TikTok,2020-05-21,4333737,,Dein Style. Deine Regeln. Adidas Originals.,https://mude.de/,YouTube Leaderboard
Telekom Werbespot 1998,Telekom,YouTube,2023-04-19,3347963,Palina Rojinski,Mach es zu deinem Projekt – mit Hornbach.,https://beier.org/,Meta Ads Library
Nike Werbespot 2019,Nike,Instagram,2025-02-02,8573838,Palina Rojinski,Saturn macht Technik zum Erlebnis!,https://www.muelichen.com/,Deutscher Mediapreis
Lidl Werbespot 2008,Lidl,TV,2020-09-25,4817067,Florian David Fitz,Saturn macht Technik zum Erlebnis!,https://www.neuschaefer.com/,Meta Ads Library
Volkswagen Werbespot 2023,Volkswagen,Instagram,2022-08-29,9600487,,"Telekom – Erleben, was verbindet.",https://www.holt.org/,YouTube Leaderboard
Lidl Werbespot 1987,Lidl,Facebook,2020-06-01,3838861,Palina Rojinski,Dein Style. Deine Regeln. Adidas Originals.,http://www.weimer.com/,W&V
Nike Werbespot 2014,Nike,Instagram,2024-02-04,6644639,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.zimmer.de/,Deutscher Mediapreis
Adidas Werbespot 1982,Adidas,TikTok,2024-10-12,7564590,,"Telekom – Erleben, was verbindet.",http://fiebig.com/,Meta Ads Library
Volkswagen Werbespot 2003,Volkswagen,YouTube,2023-10-22,3946391,Elyas M'Barek,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.margraf.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 1984,Mercedes-Benz,Facebook,2025-03-18,1738209,,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.hettner.com/,YouTube Leaderboard
Saturn Werbespot 1973,Saturn,TikTok,2021-09-20,452329,Manuel Neuer,"Telekom – Erleben, was verbindet.",https://jacobi.net/,YouTube Leaderboard
Lidl Werbespot 1995,Lidl,Instagram,2023-08-12,2615071,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,https://reichmann.com/,Deutscher Mediapreis
Nike Werbespot 1989,Nike,Facebook,2024-02-11,4777670,,Saturn macht Technik zum Erlebnis!,https://striebitz.com/,Meta Ads Library
Volkswagen Werbespot 1976,Volkswagen,TikTok,2024-10-24,489346,Elyas M'Barek,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://soeding.org/,W&V
Adidas Werbespot 1992,Adidas,TV,2022-08-05,9079497,Lena Meyer-Landrut,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.sontag.de/,Deutscher Mediapreis
Volkswagen Werbespot 2022,Volkswagen,TikTok,2022-05-09,9922498,Elyas M'Barek,Mach es zu deinem Projekt – mit Hornbach.,http://taesche.com/,Deutscher Mediapreis
Hornbach Werbespot 1991,Hornbach,TV,2024-12-14,8965411,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.aumann.com/,W&V
Saturn Werbespot 2005,Saturn,TikTok,2021-03-06,1512467,,Saturn macht Technik zum Erlebnis!,https://vollbrecht.org/,W&V
Adidas Werbespot 1983,Adidas,TV,2020-08-01,2622506,Joko Winterscheidt,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.schenk.net/,YouTube Leaderboard
Edeka Werbespot 2010,Edeka,TikTok,2021-05-01,5779431,Elyas M'Barek,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.ehlert.de/,Deutscher Mediapreis
McDonald's Werbespot 2014,McDonald's,YouTube,2025-02-09,8013857,Lena Meyer-Landrut,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.gorlitz.org/,YouTube Leaderboard
Telekom Werbespot 1990,Telekom,Instagram,2024-04-07,3889150,Florian David Fitz,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://wirth.de/,W&V
Mercedes-Benz Werbespot 1987,Mercedes-Benz,TV,2021-09-03,7343427,,"Telekom – Erleben, was verbindet.",http://kranz.de/,Meta Ads Library
Volkswagen Werbespot 1974,Volkswagen,TV,2022-06-29,3710926,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.bohnbach.de/,YouTube Leaderboard
Telekom Werbespot 1982,Telekom,Facebook,2024-06-24,4571139,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.wirth.de/,W&V
Telekom Werbespot 1984,Telekom,Facebook,2021-03-14,3070284,Helene Fischer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://beer.com/,W&V
Lidl Werbespot 2008,Lidl,TV,2022-06-05,7606173,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.fischer.com/,Deutscher Mediapreis
Mercedes-Benz Werbespot 1972,Mercedes-Benz,Instagram,2023-08-14,2562641,Manuel Neuer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.juettner.de/,YouTube Leaderboard
Volkswagen Werbespot 2009,Volkswagen,YouTube,2020-04-29,4526344,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://lachmann.com/,Deutscher Mediapreis
Edeka Werbespot 2006,Edeka,Facebook,2022-03-20,2538052,Helene Fischer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://ziegert.de/,Deutscher Mediapreis
Mercedes-Benz Werbespot 1978,Mercedes-Benz,Instagram,2025-02-13,5237389,,Saturn macht Technik zum Erlebnis!,https://jaehn.de/,W&V
Saturn Werbespot 1973,Saturn,YouTube,2021-01-24,1355920,Palina Rojinski,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://misicher.org/,YouTube Leaderboard
Nike Werbespot 2014,Nike,TV,2022-01-09,9123248,Helene Fischer,Saturn macht Technik zum Erlebnis!,http://www.spiess.de/,Meta Ads Library
Mercedes-Benz Werbespot 1977,Mercedes-Benz,Instagram,2023-05-09,221652,,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.mans.net/,Meta Ads Library
Telekom Werbespot 1979,Telekom,TV,2020-08-06,572209,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.scheibe.net/,Deutscher Mediapreis
Lidl Werbespot 2003,Lidl,TikTok,2023-08-08,7942696,,"Telekom – Erleben, was verbindet.",http://reising.com/,W&V
Adidas Werbespot 1993,Adidas,Facebook,2020-10-09,9230421,Manuel Neuer,McDonald's – Ich liebe es.,https://www.drubin.de/,YouTube Leaderboard
Nike Werbespot 2016,Nike,TV,2024-11-10,3344029,Joko Winterscheidt,Dein Style. Deine Regeln. Adidas Originals.,http://www.beier.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 2003,Mercedes-Benz,YouTube,2020-06-16,7294023,,Dein Style. Deine Regeln. Adidas Originals.,https://www.trapp.com/,YouTube Leaderboard
Volkswagen Werbespot 1970,Volkswagen,Instagram,2021-10-05,2017387,Florian David Fitz,"Telekom – Erleben, was verbindet.",http://mielcarek.com/,Meta Ads Library
Edeka Werbespot 2010,Edeka,YouTube,2020-11-02,7983718,Florian David Fitz,Mach es zu deinem Projekt – mit Hornbach.,http://www.schenk.com/,Meta Ads Library
Adidas Werbespot 2024,Adidas,YouTube,2022-01-07,2655741,,Saturn macht Technik zum Erlebnis!,https://stoll.de/,YouTube Leaderboard
Hornbach Werbespot 1992,Hornbach,Instagram,2021-04-28,1012860,Manuel Neuer,Dein Style. Deine Regeln. Adidas Originals.,http://wilmsen.com/,Meta Ads Library
McDonald's Werbespot 1992,McDonald's,YouTube,2020-10-31,8194645,Elyas M'Barek,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://wesack.com/,W&V
McDonald's Werbespot 2017,McDonald's,Instagram,2023-06-11,3247420,Lena Meyer-Landrut,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://saeuberlich.com/,Deutscher Mediapreis
Adidas Werbespot 1976,Adidas,Facebook,2023-06-30,672507,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,http://www.butte.com/,Deutscher Mediapreis
McDonald's Werbespot 1976,McDonald's,Instagram,2022-09-16,8232379,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://eberth.net/,Meta Ads Library
McDonald's Werbespot 1979,McDonald's,Instagram,2022-08-07,7868359,Palina Rojinski,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://gertz.com/,Meta Ads Library
Lidl Werbespot 2010,Lidl,TikTok,2021-10-29,7549415,Elyas M'Barek,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.zimmer.org/,W&V
McDonald's Werbespot 1993,McDonald's,Instagram,2023-11-10,22076,Lena Meyer-Landrut,McDonald's – Ich liebe es.,http://www.drubin.com/,Deutscher Mediapreis
Volkswagen Werbespot 2012,Volkswagen,YouTube,2023-05-17,6118168,Florian David Fitz,Mach es zu deinem Projekt – mit Hornbach.,http://speer.net/,Meta Ads Library
Adidas Werbespot 1988,Adidas,YouTube,2020-09-29,6511017,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.stroh.de/,Deutscher Mediapreis
McDonald's Werbespot 1981,McDonald's,Facebook,2021-08-27,4760117,Florian David Fitz,Dein Style. Deine Regeln. Adidas Originals.,http://www.knappe.org/,Deutscher Mediapreis
Adidas Werbespot 1984,Adidas,YouTube,2023-12-29,8787848,Helene Fischer,Jetzt bei Lidl: Qualität zum besten Preis!,https://wiek.de/,YouTube Leaderboard
Volkswagen Werbespot 1972,Volkswagen,Facebook,2021-03-08,3400323,Manuel Neuer,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.zobel.de/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2005,Mercedes-Benz,YouTube,2021-04-13,9589994,Manuel Neuer,"Telekom – Erleben, was verbindet.",http://www.matthaei.de/,Deutscher Mediapreis
McDonald's Werbespot 1998,McDonald's,TikTok,2021-12-26,4303936,Florian David Fitz,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.junk.com/,W&V
Mercedes-Benz Werbespot 1986,Mercedes-Benz,TikTok,2023-10-21,229548,Helene Fischer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://briemer.de/,Deutscher Mediapreis
Lidl Werbespot 1973,Lidl,TV,2024-01-02,6065334,Manuel Neuer,McDonald's – Ich liebe es.,http://www.meyer.com/,Deutscher Mediapreis
Adidas Werbespot 1996,Adidas,YouTube,2023-06-22,4469646,Florian David Fitz,McDonald's – Ich liebe es.,http://gude.de/,YouTube Leaderboard
Lidl Werbespot 1988,Lidl,Instagram,2022-01-06,3632201,Helene Fischer,McDonald's – Ich liebe es.,https://www.textor.com/,YouTube Leaderboard
Lidl Werbespot 1989,Lidl,Facebook,2021-06-16,6474782,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://linke.de/,Meta Ads Library
McDonald's Werbespot 1984,McDonald's,Facebook,2022-10-22,3011408,Florian David Fitz,McDonald's – Ich liebe es.,http://www.roehricht.net/,Deutscher Mediapreis
Lidl Werbespot 1975,Lidl,TikTok,2023-10-19,7706054,Palina Rojinski,"Telekom – Erleben, was verbindet.",https://www.muelichen.de/,YouTube Leaderboard
Volkswagen Werbespot 1988,Volkswagen,Facebook,2020-06-02,6747011,,McDonald's – Ich liebe es.,https://www.junken.net/,W&V
Volkswagen Werbespot 2010,Volkswagen,TikTok,2021-07-24,7442510,Florian David Fitz,Dein Style. Deine Regeln. Adidas Originals.,http://benthin.com/,W&V
McDonald's Werbespot 1998,McDonald's,Instagram,2024-10-24,6927972,Palina Rojinski,"Telekom – Erleben, was verbindet.",https://dippel.de/,W&V
Hornbach Werbespot 2003,Hornbach,Facebook,2022-05-05,9164089,Florian David Fitz,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.waehner.de/,Deutscher Mediapreis
McDonald's Werbespot 1984,McDonald's,Instagram,2021-06-04,7600070,Palina Rojinski,Saturn macht Technik zum Erlebnis!,https://seip.com/,Deutscher Mediapreis
Edeka Werbespot 2002,Edeka,YouTube,2022-11-21,283509,Joko Winterscheidt,McDonald's – Ich liebe es.,http://weitzel.com/,Meta Ads Library
Nike Werbespot 2000,Nike,YouTube,2024-03-28,3732641,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://koch.de/,W&V
Edeka Werbespot 2017,Edeka,Instagram,2020-04-22,8587712,,McDonald's – Ich liebe es.,http://kade.com/,Meta Ads Library
Lidl Werbespot 1990,Lidl,YouTube,2023-12-02,5976913,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.butte.de/,Meta Ads Library
Nike Werbespot 2020,Nike,Instagram,2020-10-05,4201903,Florian David Fitz,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.krause.de/,W&V
Nike Werbespot 2012,Nike,YouTube,2020-08-22,6717501,Florian David Fitz,Mach es zu deinem Projekt – mit Hornbach.,https://seip.com/,Meta Ads Library
